Code,Last,Change,Prev,Open,High,Low,Freq,Vol,Val(K),Cap(M)
CITY,184,3.3707865168539324%,178,182,190,178,206,5373,97803,994555
BGTG,123,3.361344537815126%,119,119,124,117,344,68008,820479,2918948
SDMU,93,3.3333333333333335%,90,91,95,90,3682,336078,3125170,209314
CMNT,775,3.3333333333333335%,750,750,780,750,619,223770,17066611,13272266
BCIP,63,3.278688524590164%,61,61,63,61,249,62707,392388,90085
LABA,129,3.2%,125,126,136,123,4454,518472,6756350,142339
MSJA,810,3.1847133757961785%,785,785,830,760,778,107646,8514131,4764706
ZYRX,130,3.1746031746031744%,126,128,135,126,1264,27807,362468,173333
AWAN,164,3.1446540880503147%,159,161,165,161,85,1627,26516,563340
PTIS,264,3.125%,256,260,292,260,755,15298,416346,145244
STRK,67,3.076923076923077%,65,66,68,63,1287,197234,1308769,718363
TRGU,174,2.9585798816568047%,169,170,174,163,49,3067,50819,1382502
IFII,210,2.941176470588235%,204,212,240,208,1433,48985,1087527,1976520
BMAS,530,2.912621359223301%,515,525,560,510,202,4030,215319,9498467
RAAM,180,2.857142857142857%,175,175,182,175,182,7315,130890,1226452
BESS,915,2.8089887640449436%,890,905,970,880,291,3443,314191,3148017
JGLE,76,2.7027027027027026%,74,75,81,74,14315,5082204,39242989,1716225
MPOW,115,2.6785714285714284%,112,112,122,111,2020,212986,2494147,93955
DWGL,230,2.6785714285714284%,224,226,236,222,978,49947,1151085,2128149
EMDE,77,2.666666666666667%,75,76,83,74,12211,346648,2733624,257950
AMAR,232,2.6548672566371683%,226,228,232,226,55,4407,100708,4221770
TOTL,1555,2.6402640264026402%,1515,1515,1615,1510,3164,97656,15307053,5302550
BMTR,117,2.631578947368421%,114,115,118,113,2618,1016988,11719640,1940328
FITT,468,2.631578947368421%,456,452,484,436,266,24129,1130922,610399
GOOD,314,2.6143790849673203%,306,306,318,306,148,1836,57090,11585941
OPMS,119,2.586206896551724%,116,115,119,114,379,13251,154562,119000
LPCK,600,2.564102564102564%,585,585,600,585,76,1785,106379,3080811
ANTM,3270,2.507836990595611%,3190,3190,3290,3160,27540,1363468,442081138,78580601
DFAM,83,2.4691358024691357%,81,81,94,80,7450,1068834,9517331,157688
INTP,5225,2.450980392156863%,5100,5125,5275,5125,602,7120,3703103,17927359
SMAR,6275,2.4489795918367347%,6125,6125,6600,6125,141,616,384320,18023013
TOSK,84,2.4390243902439024%,82,82,85,81,893,214496,1783332,367523
PGEO,1055,2.4271844660194173%,1030,1030,1070,1015,4592,317028,33313512,44224874
BAPA,127,2.4193548387096775%,124,124,131,120,2014,199053,2539175,84047
DEWI,170,2.4096385542168677%,166,166,173,164,5355,753405,12706222,340000
LABS,170,2.4096385542168677%,166,166,172,165,223,11494,193916,671500
CRSN,130,2.3622047244094486%,127,125,136,124,373,15117,196020,375960
CTTH,130,2.3622047244094486%,127,127,138,125,2883,272744,3602844,160009
CHEK,131,2.34375%,128,129,131,128,72,4452,57563,538846
IKAN,88,2.3255813953488373%,86,87,92,86,1095,94101,839599,73333
MHKI,132,2.3255813953488373%,129,129,133,129,416,20811,271636,495000
ISEA,89,2.2988505747126435%,87,87,89,86,326,23747,208722,123711
AGII,3150,2.272727272727273%,3080,3130,3160,3080,141,1859,580387,9659979
MIDI,272,2.2556390977443606%,266,266,272,266,659,229586,6182180,9094400
NICE,364,2.247191011235955%,356,356,380,352,435,19387,702224,2213855
ARTA,2290,2.232142857142857%,2240,2290,2290,2290,6,15,3435,1022884
CBPE,505,2.2267206477732793%,494,505,515,488,42,1108,56052,684906
FWCT,92,2.2222222222222223%,90,91,93,90,378,48369,440822,180596
CFIN,376,2.1739130434782608%,368,368,376,368,271,23453,876120,1498180
ABMM,2840,2.158273381294964%,2780,2780,2840,2770,286,5150,1443513,7818989
OMRE,960,2.127659574468085%,940,940,985,900,19,31,2963,2827403
TUGU,1455,2.1052631578947367%,1425,1435,1475,1420,787,32008,4628276,5173362
MTEL,492,2.0746887966804977%,482,480,492,474,2074,236733,11522996,41111361
AIMS,496,2.05761316872428%,486,498,505,486,136,3759,186139,109120
KIOS,100,2.0408163265306123%,98,98,100,96,711,92516,906386,107586
TRON,101,2.0202020202020203%,99,99,102,98,846,99778,995611,298084
CMRY,4550,2.0179372197309418%,4460,4460,4580,4440,2794,34362,15541710,36102808
CSIS,206,1.9801980198019802%,202,210,214,206,170,9843,206367,376940
PGLI,208,1.9607843137254901%,204,210,210,204,13,143,2994,101504
BOGA,1580,1.935483870967742%,1550,1620,1650,1555,12,26,4207,6009571
YUPI,1320,1.9305019305019304%,1295,1310,1320,1295,33,231,30225,11278725
NELY,212,1.9230769230769231%,208,210,214,204,139,5953,125097,498200
ARCI,1335,1.9083969465648856%,1310,1330,1360,1315,7663,337440,45119396,33688725
GRIA,168,1.8181818181818181%,165,165,169,164,240,14137,235085,1239121
BUDI,226,1.8018018018018018%,222,222,228,222,80,2469,55792,1016773
WEHA,113,1.8018018018018018%,111,113,113,110,459,42251,472221,165043
ASHA,57,1.7857142857142856%,56,56,57,55,525,72755,410289,285000
WOWS,57,1.7857142857142856%,56,57,59,56,991,177666,1025977,141116
PPRI,173,1.7647058823529411%,170,173,176,165,423,28989,498399,185980
AXIO,116,1.7543859649122806%,114,116,117,114,147,5900,68216,677455
GMFI,59,1.7241379310344827%,58,58,59,57,2822,755050,4377183,7365280
LUCK,118,1.7241379310344827%,116,117,122,114,432,75204,893498,84458
PSKT,238,1.7094017094017095%,234,234,242,232,399,68416,1616914,2463593
IMAS,895,1.7045454545454544%,880,895,910,880,63,3482,312445,3574890
AMIN,240,1.694915254237288%,236,236,286,230,926,13266,339664,259200
JTPE,600,1.694915254237288%,590,590,615,590,373,24006,1447735,4111230
BBRM,123,1.6528925619834711%,121,120,125,120,830,36257,442849,1042977
AMOR,370,1.6483516483516485%,364,368,370,364,69,826,30294,822222
SWID,125,1.6260162601626018%,123,128,130,122,1300,116421,1451525,673127
PGUN,9425,1.6172506738544474%,9275,9300,9900,9300,183,696,675080,54079226
ADMG,252,1.6129032258064515%,248,248,258,246,147,12033,302856,980073
MTMH,945,1.6129032258064515%,930,930,995,930,14,377,35300,1954758
RBMS,63,1.6129032258064515%,62,62,64,61,2288,237981,1486493,167341
FUJI,252,1.6129032258064515%,248,250,276,248,1233,51477,1350415,327600
APII,191,1.5957446808510638%,188,188,192,188,25,256,4877,205470
BRNA,645,1.574803149606299%,635,645,645,630,106,1281,81864,631526
JARR,3890,1.5665796344647518%,3830,3850,4050,3750,10667,346805,136734421,35907287
ACRO,65,1.5625%,64,65,66,64,314,27741,179204,225507
PTMP,65,1.5625%,64,64,68,63,7710,522595,3440497,205998
AMRT,1300,1.5625%,1280,1290,1310,1285,4496,311106,40448406,53981852
DNAR,131,1.550387596899225%,129,129,135,129,125,5587,73649,2190568
JECX,1320,1.5384615384615385%,1300,1300,1325,1275,809,14198,1847729,4294253
CLAY,2670,1.520912547528517%,2630,2500,2730,2500,75,476,124632,6861900
MTWI,268,1.5151515151515151%,264,254,284,254,82,1007,26630,783762
KRYA,68,1.4925373134328357%,67,68,71,67,1604,403391,2785901,113148
SSIA,1720,1.4749262536873156%,1695,1715,1735,1695,2869,99557,17139771,8093029
MCOR,70,1.4492753623188406%,69,69,70,69,205,22985,159752,2627837
LAJU,70,1.4492753623188406%,69,70,74,69,1663,271855,1951285,150496
CHEM,70,1.4492753623188406%,69,70,71,68,434,69375,482561,119001
SMIL,430,1.4150943396226416%,424,428,452,414,2100,364611,16040893,3763217
HRTA,2150,1.4150943396226416%,2120,2120,2180,2110,2665,42559,9138774,9901314
PMJS,144,1.4084507042253522%,142,142,145,141,111,10002,142587,1980806
BRRC,72,1.4084507042253522%,71,71,76,71,1214,150773,1110515,71611
DSSA,1085,1.4018691588785046%,1070,1070,1100,1050,18535,1888865,204055154,209012317
VINS,145,1.3986013986013985%,143,142,156,138,766,32895,488305,225247
PEHA,292,1.3888888888888888%,288,288,302,288,160,3497,103832,245280
CSAP,296,1.36986301369863%,292,292,296,290,28,1062,31073,1682220
PRAY,740,1.36986301369863%,730,730,740,730,6,36,2633,10329973
SAME,298,1.3605442176870748%,294,296,304,288,232,10261,300366,5115060
GDYR,1140,1.3333333333333335%,1125,1125,1150,1125,14,83,9455,467400
JAYA,152,1.3333333333333335%,150,150,155,148,525,22615,343026,121372
BPTR,76,1.3333333333333335%,75,75,77,74,800,31051,233611,268584
MMLP,304,1.3333333333333335%,300,304,306,302,95,6092,184564,2094297
SOHO,1555,1.3029315960912053%,1535,1585,1780,1550,393,2232,369030,19735566
AREA,314,1.2903225806451613%,310,312,340,310,876,20133,655148,797435
BREN,3150,1.2861736334405145%,3110,3120,3180,3060,3333,71025,22099342,421426593
VTNY,79,1.282051282051282%,78,78,79,74,1173,320617,2462811,494950
FORE,800,1.2658227848101267%,790,800,810,785,1145,27917,2218283,7134687
TPMA,482,1.2605042016806722%,476,476,484,470,315,11842,566322,1690576
LMPI,161,1.257861635220126%,159,159,162,158,35,661,10553,162371
TRIM,805,1.257861635220126%,795,780,825,770,354,8381,669872,5722987
ERAL,328,1.2345679012345678%,324,324,330,318,583,94476,3065275,1701500
NTBK,83,1.2195121951219512%,82,83,84,81,1479,206361,1707874,224105
GLVA,334,1.2121212121212122%,330,330,334,322,32,605,19971,501000
AUTO,3360,1.2048192771084338%,3320,3320,3390,3320,1916,28498,9578081,16194303
MBAP,1695,1.1940298507462688%,1675,1675,1730,1670,101,461,78176,2080226
SULI,87,1.1627906976744187%,86,85,88,84,363,28430,244248,549908
SIDO,352,1.1494252873563218%,348,350,352,348,2541,109273,3825735,10560000
TCID,2670,1.1363636363636365%,2640,2640,2700,2560,12,131,35241,1073696
SOLA,90,1.1235955056179776%,89,89,92,88,393,27291,245934,295864
BTON,366,1.1049723756906076%,362,362,378,362,55,985,36012,263520
SHIP,2750,1.1029411764705883%,2720,2700,2800,2610,101,848,227597,7479423
GEMA,92,1.098901098901099%,91,92,93,90,173,17653,160939,147200
CNMA,92,1.098901098901099%,91,91,92,90,801,136771,1247668,7667740
BATR,92,1.098901098901099%,91,92,93,91,75,833,7701,278303
HAIS,185,1.092896174863388%,183,185,185,182,104,4634,85136,485856
NAIK,93,1.0869565217391304%,92,92,93,91,247,13438,123766,309636
PDES,376,1.0752688172043012%,372,378,378,370,74,1242,46285,268840
IMJS,188,1.0752688172043012%,186,186,192,180,537,41295,770024,2039661
TBIG,1455,1.0416666666666665%,1440,1440,1470,1440,109,1326,193016,32965934
PSGO,196,1.0309278350515463%,194,197,197,192,127,4098,79106,3694600
SDPC,198,1.0204081632653061%,196,196,198,193,50,2947,57556,252252
PART,100,1.0101010101010102%,99,101,101,94,1160,318494,3115895,285059
KUAS,100,1.0101010101010102%,99,99,103,97,1246,156943,1567677,129281
KOPI,202,1%,200,200,204,198,190,5221,104182,140848
MNCN,202,1%,200,202,214,200,4319,1254179,25771627,3040057
HDFA,102,0.9900990099009901%,101,103,104,101,163,10964,111697,667329
MORA,5100,0.9900990099009901%,5050,5050,5175,5050,162,758,388355,243648383
HELI,204,0.9900990099009901%,202,206,214,199,508,17510,357727,169904
GSMF,104,0.9708737864077669%,103,104,106,102,934,83064,863020,1607509
BOBA,210,0.9615384615384616%,208,208,218,208,198,4872,103356,242708
PPRE,106,0.9523809523809524%,105,105,108,104,1299,172187,1822049,1083773
SKBM,535,0.9433962264150944%,530,530,545,530,77,1853,99492,925605
BACH,430,0.9389671361502347%,426,428,438,422,2187,90595,3904385,1756305
BELL,108,0.9345794392523363%,107,107,110,105,1337,134098,1437157,783000
RELI,550,0.9174311926605505%,545,545,550,525,35,128,6872,990000
JRPT,1120,0.9009009009009009%,1110,1115,1120,1115,19,2467,276093,14460005
TOWR,448,0.9009009009009009%,444,444,450,440,1861,237629,10554109,26475950
TRUS,454,0.8888888888888888%,450,450,468,442,49,338,15258,363200
WINS,570,0.8849557522123894%,565,575,580,570,284,15877,912366,2578148
ATAP,570,0.8849557522123894%,565,565,570,545,200,6595,369213,712500
SICO,115,0.8771929824561403%,114,115,116,113,234,18125,207055,104659
ADMF,8750,0.8645533141210375%,8675,8675,8775,8675,60,274,239285,10813277
TINS,4740,0.851063829787234%,4700,4690,4820,4650,11016,387306,184376183,35302351
PRIM,120,0.8403361344537815%,119,121,122,118,174,24221,291427,407212
JELI,486,0.8298755186721992%,482,482,498,482,1465,28636,1402948,615276
MKTR,124,0.8130081300813009%,123,123,124,122,129,10593,130887,1495493
FIRE,124,0.8130081300813009%,123,127,133,123,3853,438204,5604369,182945
BPFI,252,0.8%,250,248,252,246,40,406,10142,673847
KOCI,126,0.8%,125,129,136,124,3418,433793,5657649,562915
KBLV,126,0.8%,125,125,133,124,933,114432,1472530,219513
SNLK,252,0.8%,250,250,256,236,1384,256241,6315553,113400
PEGE,129,0.78125%,128,129,130,125,659,63264,803609,487348
WINE,130,0.7751937984496124%,129,129,134,129,247,9962,130471,352300
DIVA,136,0.7407407407407408%,135,135,138,134,355,26621,363691,194286
PUDP,274,0.7352941176470588%,272,274,276,270,26,490,13407,180599
GOLD,274,0.7352941176470588%,272,274,280,274,29,318,8831,349974
SUNI,690,0.7299270072992701%,685,685,690,670,118,3177,216291,1725000
ICON,144,0.6993006993006993%,143,143,152,143,2640,239559,3534458,156924
BISI,725,0.6944444444444444%,720,715,725,715,84,1352,97059,2175000
BRMS,735,0.684931506849315%,730,730,740,720,32756,4503199,329306494,104211270
JAWA,149,0.6756756756756757%,148,148,156,144,774,55488,840705,2418710
GEMS,7450,0.6756756756756757%,7400,7475,7475,7250,123,528,388105,43823530
ARII,298,0.6756756756756757%,296,298,308,292,96,2678,79922,1117500
HEXA,4490,0.672645739910314%,4460,4470,4510,4460,436,5526,2482746,3771600
UNIC,15050,0.6688963210702341%,14950,14950,15075,14900,15,57,85298,5769137
BLUE,3030,0.6644518272425249%,3010,3010,3230,2960,293,2824,872894,1266540
SCNP,156,0.6451612903225806%,155,155,166,154,300,7194,114085,390000
ASJT,161,0.625%,160,160,181,160,1266,51592,878498,225400
DGWG,328,0.6134969325153374%,326,326,330,324,1124,69478,2273838,1929412
PDPP,338,0.5952380952380952%,336,350,350,334,106,1363,46564,1034733
MMIX,860,0.5847953216374269%,855,855,870,850,1333,258611,22161098,4128366
CITA,3510,0.5730659025787965%,3490,3480,3580,3450,154,1038,363861,13900868
GOLF,180,0.5586592178770949%,179,179,184,176,741,41513,747861,3507617
KEEN,915,0.5494505494505495%,910,910,925,900,858,59756,5433008,3354676
BLOG,366,0.5494505494505495%,364,364,368,364,59,1064,39033,1236892
LION,368,0.546448087431694%,366,366,374,366,24,108,4010,191419
SIPD,925,0.5434782608695652%,920,905,935,890,22,112,10191,1701169
MDIY,950,0.5291005291005291%,945,950,960,935,332,6808,646781,23930872
WAPO,194,0.5181347150259068%,193,193,202,189,746,38305,747147,240739
MDKI,195,0.5154639175257731%,194,196,197,192,90,2213,43092,493379
MEGA,1955,0.5141388174807198%,1945,1945,1955,1900,84,401,77337,45447940
MERK,3930,0.5115089514066496%,3910,3910,3930,3870,29,124,48428,1760640
VISI,1025,0.49019607843137253%,1020,1045,1045,995,198,17101,1720549,3151875
CLEO,428,0.4694835680751174%,426,428,430,418,1298,153120,6480219,10272000
LPIN,432,0.46511627906976744%,430,430,434,430,59,919,39690,183600
BEEF,442,0.45454545454545453%,440,446,448,436,494,23982,1057135,3589150
ISAT,2390,0.42016806722689076%,2380,2390,2420,2350,8175,409470,97710060,77079438
TBMS,1225,0.4098360655737705%,1220,1220,1235,1210,29,198,24217,899983
AADI,12275,0.408997955010225%,12225,12275,12350,12150,4771,47822,58710653,95584096
PNSE,498,0.4032258064516129%,496,486,498,478,41,169,8249,397311
PTSP,1250,0.4016064257028112%,1245,1255,1305,1190,159,823,102663,276010
TLKM,2700,0.37174721189591076%,2690,2720,2720,2670,16760,1424327,384410904,267467985
CMNP,1400,0.35842293906810035%,1395,1400,1425,1365,60,558,77501,9374896
INDF,7275,0.3448275862068966%,7250,7350,7350,7250,1906,23813,17336683,63877603
FAPA,7425,0.33783783783783783%,7400,7400,7450,7400,3,3,2228,26948383
ANJT,1580,0.31746031746031744%,1575,1575,1615,1565,50,1143,180947,5299597
UNVR,1625,0.30864197530864196%,1620,1625,1635,1620,3733,200727,32563182,61993750
DAAZ,1660,0.3021148036253776%,1655,1655,1685,1620,104,1193,195961,3315020
AALI,8475,0.2958579881656805%,8450,8500,8525,8400,762,5612,4748328,16311734
BNGA,1745,0.28735632183908044%,1740,1745,1745,1730,567,14669,2551110,43434418
MCOL,3620,0.2770083102493075%,3610,3730,3730,3610,48,299,108768,12871127
CBDK,3720,0.2695417789757413%,3710,3730,3860,3690,1401,28253,10657716,21088474
MKPI,21800,0.22988505747126436%,21750,21700,21850,21700,120,411,894195,20670629
SMMA,20025,0.125%,20000,19750,20050,19750,13,39,77935,127512486
ITMG,26175,0.09560229445506692%,26150,26350,26375,26125,1775,11771,30938238,29575787
RDTX,13100,0%,13100,13100,13100,13100,0,0,0,3521280
TBLA,620,0%,620,620,625,620,168,7332,456216,3735731
BSBK,50,0%,50,50,50,50,96,11106,55530,1254594
ACES,354,0%,354,354,356,350,1855,224815,7935737,6060618
NIKL,226,0%,226,228,238,224,1051,85428,1956644,570277
EXCL,2550,0%,2550,2560,2600,2550,1595,38889,9980352,46409649
TSPC,2750,0%,2750,2750,2760,2720,192,3533,968863,12402127
GIAA,63,0%,63,63,64,62,2009,437412,2752581,25646777
PORT,965,0%,965,965,990,935,63,332,31636,2715454
CINT,183,0%,183,183,184,181,50,709,12956,183000
CRAB,216,0%,216,218,218,212,94,5974,127692,421200
DLTA,1790,0%,1790,1790,1795,1785,45,641,114748,1433180
ATLA,50,0%,50,50,50,50,39,3771,18855,309979
AGRS,60,0%,60,60,61,59,146,21394,128336,2842023
CEKA,2170,0%,2170,2200,2350,2170,88,427,95242,1291150
LCKM,109,0%,109,109,109,109,0,0,0,109000
LPGI,645,0%,645,645,645,645,0,0,0,1935000
KDSI,468,0%,468,468,468,466,8,58,2713,758160
KMDS,525,0%,525,525,525,520,32,646,33788,420000
WTON,78,0%,78,78,79,76,408,147257,1139043,679806
BBHI,900,0%,900,905,905,895,436,149952,13495834,19361658
BOAT,136,0%,136,136,139,136,138,7886,107891,476228
SLIS,82,0%,82,83,85,80,1205,141190,1164779,201996
BBLD,660,0%,660,655,735,655,97,992,67258,1086225
BSML,550,0%,550,550,555,540,452,130566,7161951,1017624
REAL,50,0%,50,50,50,50,73,3572,17860,331681
SPTO,605,0%,605,605,610,600,230,4724,284852,1633500
IGAR,468,0%,468,476,476,468,16,83,3886,434201
APLN,128,0%,128,129,131,127,1067,132224,1700974,2905514
APLI,290,0%,290,290,308,286,278,10909,321559,395175
TOTO,242,0%,242,242,244,240,123,3762,90883,2497440
LPLI,232,0%,232,232,234,226,230,2732,62971,271540
LPPF,1620,0%,1620,1620,1625,1610,600,5329,861508,3608192
NETV,50,0%,50,50,50,50,80,2083,10415,2068026
KICI,274,0%,274,276,282,270,160,12731,347598,75624
BBSI,4580,0%,4580,4550,4580,4550,5,7,3191,16661930
BOLT,795,0%,795,795,800,785,20,90,7117,1863281
MBSS,2890,0%,2890,2890,2890,2880,130,3142,905573,5057577
LPPS,81,0%,81,81,82,80,164,10495,84641,209648
OMED,214,0%,214,216,218,214,419,28315,609965,5790594
UNTD,81,0%,81,81,82,80,465,132663,1071017,540000
CARS,113,0%,113,113,114,111,151,27468,308570,1695000
HDIT,50,0%,50,50,50,50,33,1230,6150,76234
HUMI,133,0%,133,136,136,130,1312,138309,1833378,2402482
AYLS,156,0%,156,163,167,153,1635,69317,1098436,133134
KINO,1395,0%,1395,1395,1410,1395,16,84,11724,1992857
ADCP,50,0%,50,50,50,50,0,0,0,1111111
DMMX,186,0%,186,185,187,184,92,2817,52021,1430769
GRPH,137,0%,137,137,137,137,0,0,0,137000
NFCX,1700,0%,1700,1700,1750,1700,5,39,6636,1133335
BCAP,50,0%,50,50,50,50,15,1122,5610,2130943
SURI,85,0%,85,85,85,84,198,9730,81940,538422
MTDL,510,0%,510,510,515,505,360,15325,779167,6261211
KAEF,440,0%,440,442,444,434,292,9228,405919,2449299
SDRA,216,0%,216,214,218,210,128,6154,130186,3141778
BKSW,54,0%,54,54,54,53,532,18090,96014,1879549
ADHI,133,0%,133,133,133,133,0,0,0,1118212
BKSL,69,0%,69,69,71,68,2748,949009,6560732,11571914
DILD,117,0%,117,117,118,116,374,78285,915478,1212805
TLDN,620,0%,620,620,635,615,455,12538,784473,8026849
VRNA,93,0%,93,95,98,90,871,29313,273816,528924
AMAN,226,0%,226,226,234,224,53,1037,23635,875411
AMAG,388,0%,388,388,390,386,24,695,26969,1940602
MGRO,685,0%,685,685,695,680,236,73578,5055824,2434795
KETR,905,0%,905,905,920,880,2337,193486,17472195,2571343
DADA,50,0%,50,50,50,50,38,626,3130,371577
DVLA,1590,0%,1590,1590,1595,1585,28,222,35275,1780800
BTPN,2320,0%,2320,2300,2340,2280,27,240,55109,24443993
BPII,472,0%,472,472,482,470,23,131,6276,4665320
AMFG,3310,0%,3310,3330,3330,3230,25,76,24797,1436540
SMSM,1730,0%,1730,1730,1735,1720,916,6985,1206194,9962509
RSCH,434,0%,434,434,434,424,2414,394045,16850132,1150100
DEPO,240,0%,240,240,242,230,123,1948,46420,1629600
SILO,2010,0%,2010,2010,2030,1995,1156,9837,1978212,26142311
CSRA,755,0%,755,750,760,740,86,1110,83512,1547750
DNET,9850,0%,9850,9875,10025,9850,14,95,93775,139712400
JKON,85,0%,85,86,86,84,349,52602,447564,1386224
RSGK,1030,0%,1030,1030,1030,990,58,857,87683,957565
LIFE,12725,0%,12725,12725,12725,12725,0,0,0,26722500
BHAT,1770,0%,1770,1770,1770,1770,0,0,0,8850000
MPRO,12100,0%,12100,12100,12100,12100,0,0,0,120304250
GOTOM,68,0%,68,68,68,68,0,0,0,3438878
RODA,63,0%,63,63,66,61,967,149597,957310,856304
CGAS,146,0%,146,146,148,146,275,12109,177597,258639
BUAH,496,0%,496,498,505,488,128,3958,196321,992000
DATA,1675,0%,1675,1680,1700,1650,501,9400,1577244,2303125
HERO,336,0%,336,336,336,330,28,603,20159,1405701
WMUU,50,0%,50,50,50,50,75,3381,16905,647059
